ID,Category,Occupation
PA00547,Type1,Service and Sales Workers
PA00548,Type12,"Legislators, Senior Officials & Managers"
PA00549,Type10,Economically Inactive
PA00550,Type5,Economically Inactive
PA00550,Type13,Economically Inactive
PA00551,Type13,Professionals
PA00552,Type7,Economically Inactive
PA00553,Type6,Economically Inactive
PA00554,Type13,Professionals
PA00555,Type12,Economically Inactive
PA00555,Type11,Economically Inactive
PA00556,Type2,Associate Professionals and Technicians
PA00556,Type3,Associate Professionals and Technicians
PA00557,Type13,Economically Inactive
PA00558,Type12,Economically Inactive
PA00559,Type15,Economically Inactive
PA00560,Type3,Service and Sales Workers
PA00560,Type12,Service and Sales Workers
PA00561,Type8,Economically Inactive
PA00561,Type12,Economically Inactive
PA00561,Type11,Economically Inactive
PA00562,Type9,"Legislators, Senior Officials & Managers"
PA00563,Type13,"Legislators, Senior Officials & Managers"
PA00564,Type3,Economically Inactive
PA00565,Type15,Associate Professionals and Technicians
PA00566,Type1,Plant & Machine Operators & Assemblers
PA00567,Type5,Service and Sales Workers
PA00568,Type12,Service and Sales Workers
PA00569,Type3,Service and Sales Workers
PA00570,Type13,"Legislators, Senior Officials & Managers"
PA00571,Type11,"Legislators, Senior Officials & Managers"
PA00571,Type13,"Legislators, Senior Officials & Managers"
PA00572,Type15,Clerical Support Workers
PA00573,Type9,Associate Professionals and Technicians
PA00573,Type15,Associate Professionals and Technicians
PA00573,Type12,Associate Professionals and Technicians
PA00574,Type5,"Legislators, Senior Officials & Managers"
PA00575,Type3,Associate Professionals and Technicians
PA00576,Type3,Plant & Machine Operators & Assemblers
PA00577,Type12,Service and Sales Workers
PA00578,Type5,Service and Sales Workers
PA00579,Type4,Associate Professionals and Technicians
PA00580,Type3,Economically Inactive
PA00580,Type6,Economically Inactive
PA00581,Type13,Economically Inactive
PA00582,Type15,Associate Professionals and Technicians
PA00583,Type15,Economically Inactive
PA00584,Type13,Service and Sales Workers
PA00585,Type15,Economically Inactive
PA00586,Type12,Others
PA00587,Type3,Associate Professionals and Technicians
PA00588,Type15,"Legislators, Senior Officials & Managers"
PA00589,Type12,Economically Inactive
PA00590,Type12,Clerical Support Workers
PA00591,Type13,Service and Sales Workers
PA00592,Type10,Economically Inactive
PA00593,Type12,Economically Inactive
PA00594,Type11,Economically Inactive
PA00595,Type3,"Legislators, Senior Officials & Managers"
PA00596,Type15,Others
PA00597,Type10,Associate Professionals and Technicians
PA00598,Type3,Associate Professionals and Technicians
PA00598,Type6,Associate Professionals and Technicians
PA00599,Type1,Plant & Machine Operators & Assemblers
PA00600,Type5,Service and Sales Workers
PA00601,Type12,Service and Sales Workers
PA00601,Type11,Service and Sales Workers
PA00602,Type12,Service and Sales Workers
PA00603,Type8,"Legislators, Senior Officials & Managers"
PA00604,Type15,"Legislators, Senior Officials & Managers"
PA00605,Type7,Economically Inactive
PA00606,Type15,Economically Inactive
PA00607,Type12,Economically Inactive
PA00608,Type10,Associate Professionals and Technicians
PA00609,Type3,"Legislators, Senior Officials & Managers"
PA00610,Type12,Service and Sales Workers
PA00611,Type6,Associate Professionals and Technicians
PA00612,Type12,Economically Inactive
PA00613,Type2,Service and Sales Workers
PA00614,Type12,"Legislators, Senior Officials & Managers"
PA00615,Type10,Economically Inactive
PA00616,Type15,Clerical Support Workers
PA00617,Type2,"Legislators, Senior Officials & Managers"
PA00617,Type9,"Legislators, Senior Officials & Managers"
PA00618,Type2,"Legislators, Senior Officials & Managers"
PA00618,Type10,"Legislators, Senior Officials & Managers"
PA00619,Type5,Associate Professionals and Technicians
PA00620,Type12,Clerical Support Workers
PA00621,Type10,Associate Professionals and Technicians
PA00622,Type5,Craftsmen and Related Trades Workers
PA00623,Type7,Economically Inactive
PA00624,Type13,Economically Inactive
PA00625,Type15,"Legislators, Senior Officials & Managers"
PA00625,Type12,"Legislators, Senior Officials & Managers"
PA00625,Type11,"Legislators, Senior Officials & Managers"
PA00626,Type7,Economically Inactive
PA00627,Type3,Associate Professionals and Technicians
PA00628,Type1,Service and Sales Workers
PA00629,Type12,Economically Inactive
PA00629,Type2,Economically Inactive
PA00629,Type3,Economically Inactive
PA00630,Type10,Economically Inactive
PA00631,Type9,Service and Sales Workers
PA00631,Type12,Service and Sales Workers
PA00632,Type7,Economically Inactive
PA00633,Type12,"Legislators, Senior Officials & Managers"
PA00633,Type11,"Legislators, Senior Officials & Managers"
PA00634,Type9,Economically Inactive
PA00635,Type5,Economically Inactive
PA00635,Type3,Economically Inactive
PA00636,Type9,Economically Inactive
PA00637,Type15,Professionals
PA00638,Type12,Economically Inactive
PA00639,Type12,Professionals
PA00640,Type12,Service and Sales Workers
PA00641,Type12,Service and Sales Workers
PA00642,Type3,Economically Inactive
PA00643,Type15,Clerical Support Workers
PA00644,Type10,Professionals
PA00645,Type3,Economically Inactive
PA00646,Type11,Economically Inactive
PA00647,Type1,Service and Sales Workers
PA00648,Type15,Clerical Support Workers
PA00649,Type2,Economically Inactive
PA00650,Type10,"Legislators, Senior Officials & Managers"
PA00651,Type3,Clerical Support Workers
PA00652,Type12,Economically Inactive
PA00653,Type12,"Legislators, Senior Officials & Managers"
PA00654,Type12,"Cleaners, Labourers and Related Workers"
PA00654,Type11,"Cleaners, Labourers and Related Workers"
PA00655,Type3,Clerical Support Workers
PA00656,Type3,Economically Inactive
PA00657,Type12,Economically Inactive
PA00658,Type8,Economically Inactive
PA00659,Type10,Economically Inactive
PA00660,Type10,"Legislators, Senior Officials & Managers"
PA00661,Type12,Economically Inactive
PA00662,Type12,"Cleaners, Labourers and Related Workers"
PA00663,Type12,Service and Sales Workers
PA00664,Type12,"Legislators, Senior Officials & Managers"
PA00665,Type15,Economically Inactive
PA00666,Type15,Economically Inactive
PA00667,Type10,"Legislators, Senior Officials & Managers"
PA00668,Type13,"Cleaners, Labourers and Related Workers"
PA00669,Type3,Associate Professionals and Technicians
PA00670,Type11,Economically Inactive
PA00671,Type12,Economically Inactive
PA00672,Type5,Professionals
PA00673,Type13,Economically Inactive
PA00674,Type7,Economically Inactive
PA00675,Type13,Service and Sales Workers
PA00676,Type12,Associate Professionals and Technicians
PA00677,Type12,Service and Sales Workers
PA00678,Type3,Professionals
PA00679,Type3,Economically Inactive
PA00680,Type11,Economically Inactive
PA00681,Type12,Economically Inactive
PA00682,Type12,Economically Inactive
PA00683,Type12,Economically Inactive
PA00684,Type5,Plant & Machine Operators & Assemblers
PA00685,Type6,Economically Inactive
PA00685,Type12,Economically Inactive
PA00685,Type11,Economically Inactive
PA00686,Type9,Clerical Support Workers
PA00687,Type9,Economically Inactive
PA00688,Type9,Service and Sales Workers
PA00689,Type9,Economically Inactive
PA00689,Type3,Economically Inactive
PA00689,Type12,Economically Inactive
PA00690,Type12,Clerical Support Workers
PA00691,Type13,Economically Inactive
PA00692,Type12,Economically Inactive
PA00692,Type15,Economically Inactive
PA00693,Type12,"Cleaners, Labourers and Related Workers"
PA00694,Type6,Professionals
PA00695,Type13,Economically Inactive
PA00696,Type13,Service and Sales Workers
PA00697,Type2,Associate Professionals and Technicians
PA00698,Type15,Economically Inactive
PA00699,Type7,Economically Inactive
PA00700,Type8,Associate Professionals and Technicians
PA00700,Type13,Associate Professionals and Technicians
PA00701,Type6,Professionals
PA00702,Type3,Economically Inactive
PA00702,Type12,Economically Inactive
PA00703,Type12,Professionals
PA00704,Type12,Associate Professionals and Technicians
PA00705,Type6,Clerical Support Workers
PA00706,Type12,Associate Professionals and Technicians
PA00706,Type9,Associate Professionals and Technicians
PA00707,Type15,Service and Sales Workers
PA00708,Type12,Craftsmen and Related Trades Workers
PA00709,Type15,Economically Inactive
PA00710,Type12,"Legislators, Senior Officials & Managers"
PA00711,Type10,Economically Inactive
PA00712,Type15,Economically Inactive
PA00713,Type6,Economically Inactive
PA00714,Type5,Service and Sales Workers
PA00714,Type1,Service and Sales Workers
PA00715,Type3,Economically Inactive
PA00715,Type12,Economically Inactive
PA00716,Type5,Clerical Support Workers
PA00717,Type11,Economically Inactive
PA00718,Type12,Economically Inactive
PA00719,Type12,Service and Sales Workers
PA00720,Type12,Service and Sales Workers
PA00720,Type11,Service and Sales Workers
PA00721,Type12,Professionals
PA00722,Type3,Service and Sales Workers
PA00723,Type12,Economically Inactive
PA00724,Type10,Economically Inactive
PA00725,Type6,Professionals
PA00726,Type3,Economically Inactive
PA00727,Type12,Associate Professionals and Technicians
PA00728,Type12,Economically Inactive
PA00729,Type13,Associate Professionals and Technicians
PA00729,Type3,Associate Professionals and Technicians
PA00730,Type11,Economically Inactive
PA00731,Type7,Service and Sales Workers
PA00732,Type2,"Legislators, Senior Officials & Managers"
PA00732,Type3,"Legislators, Senior Officials & Managers"
PA00733,Type11,Economically Inactive
PA00734,Type11,Economically Inactive
PA00735,Type3,Associate Professionals and Technicians
PA00736,Type8,Economically Inactive
PA00736,Type15,Economically Inactive
PA00737,Type12,Economically Inactive
PA00738,Type15,Professionals
PA00738,Type8,Professionals
PA00739,Type1,"Legislators, Senior Officials & Managers"
PA00740,Type7,Clerical Support Workers
PA00741,Type12,Economically Inactive
PA00742,Type15,"Legislators, Senior Officials & Managers"
PA00742,Type12,"Legislators, Senior Officials & Managers"
PA00743,Type10,"Legislators, Senior Officials & Managers"
PA00744,Type13,Clerical Support Workers
PA00745,Type3,"Legislators, Senior Officials & Managers"
PA00746,Type3,Others
PA00746,Type13,Others
PA00747,Type12,Service and Sales Workers
PA00748,Type12,Associate Professionals and Technicians
PA00749,Type10,Economically Inactive
PA00750,Type15,Economically Inactive
PA00751,Type10,Service and Sales Workers
PA00752,Type8,Clerical Support Workers
PA00752,Type9,Clerical Support Workers
PA00753,Type13,Clerical Support Workers
PA00754,Type13,Economically Inactive
PA00755,Type12,Craftsmen and Related Trades Workers
PA00755,Type15,Craftsmen and Related Trades Workers
PA00756,Type15,Economically Inactive
PA00757,Type3,Service and Sales Workers
PA00758,Type15,"Legislators, Senior Officials & Managers"
PA00759,Type12,Clerical Support Workers
PA00760,Type12,Economically Inactive
PA00761,Type9,Economically Inactive
PA00762,Type3,Economically Inactive
PA00763,Type3,Economically Inactive
PA00764,Type15,Economically Inactive
PA00765,Type10,Economically Inactive
PA00766,Type10,Economically Inactive
PA00767,Type3,Economically Inactive
PA00768,Type13,"Legislators, Senior Officials & Managers"
PA00769,Type12,Economically Inactive
PA00770,Type12,Plant & Machine Operators & Assemblers
PA00771,Type12,"Legislators, Senior Officials & Managers"
PA00772,Type10,"Legislators, Senior Officials & Managers"
PA00773,Type9,Clerical Support Workers
PA00774,Type3,Economically Inactive
PA00775,Type12,Clerical Support Workers
PA00776,Type15,Service and Sales Workers
PA00776,Type6,Service and Sales Workers
PA00777,Type13,Associate Professionals and Technicians
PA00778,Type13,Service and Sales Workers
PA00779,Type5,Clerical Support Workers
PA00779,Type9,Clerical Support Workers
PA00780,Type13,Economically Inactive
PA00781,Type12,Clerical Support Workers
PA00782,Type12,Economically Inactive
PA00783,Type13,Economically Inactive
PA00784,Type3,Economically Inactive
PA00784,Type15,Economically Inactive
PA00784,Type5,Economically Inactive
PA00785,Type3,Economically Inactive
PA00786,Type10,"Legislators, Senior Officials & Managers"
PA00787,Type7,Economically Inactive
PA00788,Type12,Economically Inactive
PA00789,Type15,Economically Inactive
PA00790,Type15,Clerical Support Workers
PA00791,Type15,Service and Sales Workers
PA00792,Type9,Service and Sales Workers
PA00792,Type13,Service and Sales Workers
PA00793,Type5,Service and Sales Workers
PA00793,Type7,Service and Sales Workers
PA00794,Type9,Service and Sales Workers
PA00795,Type13,Professionals
PA00796,Type9,Economically Inactive
PA00797,Type12,Economically Inactive
PA00798,Type12,Professionals
PA00799,Type3,Economically Inactive
PA00800,Type9,Service and Sales Workers
PA00800,Type13,Service and Sales Workers
PA00801,Type11,Economically Inactive
PA00801,Type13,Economically Inactive
PA00802,Type9,Service and Sales Workers
PA00802,Type12,Service and Sales Workers
PA00802,Type11,Service and Sales Workers
PA00803,Type9,Economically Inactive
PA00804,Type9,Economically Inactive
PA00805,Type15,Clerical Support Workers
PA00806,Type9,Economically Inactive
PA00807,Type15,Service and Sales Workers
PA00808,Type9,Clerical Support Workers
PA00808,Type15,Clerical Support Workers
PA00809,Type8,Associate Professionals and Technicians
PA00810,Type9,"Legislators, Senior Officials & Managers"
PA00811,Type13,Others
PA00812,Type12,"Legislators, Senior Officials & Managers"
PA00813,Type9,Service and Sales Workers
PA00813,Type12,Service and Sales Workers
PA00814,Type11,Service and Sales Workers
PA00815,Type15,Economically Inactive
PA00816,Type7,Economically Inactive
PA00817,Type1,Service and Sales Workers
PA00818,Type13,Service and Sales Workers
PA00819,Type12,Craftsmen and Related Trades Workers
PA00820,Type3,Economically Inactive
PA00820,Type6,Economically Inactive
PA00821,Type9,Economically Inactive
PA00822,Type10,Economically Inactive
PA00823,Type13,Economically Inactive
PA00824,Type13,Economically Inactive
PA00825,Type3,Economically Inactive
PA00826,Type11,Associate Professionals and Technicians
PA00826,Type5,Associate Professionals and Technicians
PA00827,Type3,"Legislators, Senior Officials & Managers"
PA00827,Type6,"Legislators, Senior Officials & Managers"
PA00828,Type12,Clerical Support Workers
PA00829,Type12,Service and Sales Workers
PA00829,Type8,Service and Sales Workers
PA00830,Type12,Economically Inactive
PA00831,Type12,Clerical Support Workers
PA00831,Type5,Clerical Support Workers
PA00831,Type9,Clerical Support Workers
PA00832,Type3,Service and Sales Workers
PA00832,Type3,Service and Sales Workers
PA00832,Type12,Service and Sales Workers
PA00833,Type5,Associate Professionals and Technicians
